Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
-4.183	1.00e+00	H9	ES Cell	UW.H9.ChromatinAccessibility.DS18517.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01578324,cg01617750,cg01968530,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02473123,cg02490034,cg02516189,cg02595219,cg02927346,cg03574571,cg03608974,cg03856723,cg04108240,cg04451770,cg04502814,cg04653308,cg04790874,cg05055150,cg05508558,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06791867,cg06849477,cg07028533,cg07086380,cg07218880,cg07730301,cg08203715,cg08260891,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09210315,cg09499849,cg09626634,cg09830866,cg09868035,cg10057295,cg10236239,cg10257049,cg10287137,cg10896774,cg10981541,cg11657615,cg11898695,cg11998307,cg12045829,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg14511156,cg14870461,cg15055101,cg15146752,cg15227982,cg15352315,cg15464148,cg15518883,cg15528736,cg15674432,cg15784615,cg15958424,cg16028753,cg16097772,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17714799,cg17740645,cg17952262,cg18084554,cg18096388,cg18333690,cg18638581,cg18741908,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20720686,cg20777437,cg20792833,cg21030400,cg21120249,cg21237418,cg21400896,cg21428681,cg21480743,cg21846903,cg21991396,cg22016649,cg22045288,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23668631,cg23959705,cg24183958,cg24262469,cg24453664,cg24612198,cg24826867,cg24926276,cg25028542,cg25050026,cg25259754,cg25432696,cg25832796,cg25957124,cg26215727,cg26660631,cg26728422,cg26806924,cg26861460,cg26980692	GSM878612	1.00e+00
-5.628	1.00e+00	H9	ES Cell	UW.H9.ChromatinAccessibility.DS18522.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00415993,cg00899659,cg01040850,cg01441777,cg01525376,cg01578324,cg01617750,cg01623438,cg01968530,cg02181506,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02490034,cg02595219,cg02656594,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg04790874,cg05508558,cg05795313,cg05859264,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg06810647,cg06849477,cg07028533,cg07086380,cg07218880,cg08203715,cg08260891,cg08519905,cg09025324,cg09037813,cg09208010,cg09210315,cg09499849,cg09830866,cg09868035,cg10057295,cg10236239,cg10257049,cg10287137,cg10896774,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg14870461,cg15125472,cg15146752,cg15464148,cg15528736,cg15674432,cg16003913,cg16465939,cg16872071,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17740645,cg17952262,cg18096388,cg18333690,cg18741908,cg19154438,cg19280776,cg19399532,cg19491035,cg19843036,cg20340242,cg20651453,cg20674521,cg20777437,cg21237418,cg21400896,cg21428681,cg21480743,cg21846903,cg22016649,cg22045288,cg22242539,cg22319147,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23668631,cg24262469,cg24292612,cg24453664,cg25028542,cg25050026,cg25087423,cg25432696,cg25832796,cg25957124,cg26206598,cg26215727,cg26660631,cg26728422,cg26806924,cg26980692	GSM878613	1.00e+00
-2.158	9.85e-01	Mesenchymal_Stem_Cells	ES Cell	UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS20671.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00620024,cg00899659,cg01040850,cg01441777,cg01578324,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02927346,cg03330678,cg03801286,cg03856723,cg04451770,cg04502814,cg04653308,cg05795313,cg05868799,cg06154570,cg06196379,cg06688396,cg06759890,cg06791867,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12380764,cg12836863,cg13301014,cg13703437,cg13765621,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg15551881,cg15958424,cg16003913,cg16028753,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17714799,cg17952262,cg18084554,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20713492,cg20777437,cg21030400,cg21237418,cg21428681,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg25226014,cg25432696,cg25623459,cg25832796,cg25957124,cg26215727,cg26660631,cg26728422,cg26806924,cg26980692,cg27461196	GSM906380	1.00e+00
-2.435	9.92e-01	Mesenchymal_Stem_Cells	ES Cell	UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS21042.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00899659,cg01040850,cg01441777,cg01578324,cg01861509,cg01968530,cg02225847,cg02227605,cg02240622,cg02266731,cg02275294,cg02595219,cg02635407,cg02927346,cg03330678,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05044994,cg05795313,cg05859264,cg05868799,cg06154570,cg06196379,cg06688396,cg06759890,cg06791867,cg06810647,cg06849477,cg07028533,cg07086380,cg07218880,cg07730301,cg07924575,cg08044694,cg08203715,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09037813,cg09088576,cg09208010,cg09499849,cg09626634,cg09964921,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12380764,cg12836863,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15551881,cg15784615,cg15958424,cg16003913,cg16028753,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18084554,cg18350391,cg18741908,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20713492,cg20777437,cg21237418,cg21428681,cg21480743,cg21846903,cg22224704,cg22242539,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25087423,cg25432696,cg25832796,cg25957124,cg26154999,cg26660631,cg26728422,cg26806924,cg26980692,cg27461196	GSM906381	1.00e+00
-3.476	1.00e+00	Mesendoderm_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS18732.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01040850,cg01441777,cg01578324,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg03608974,cg03856723,cg04451770,cg04502814,cg05044994,cg05508558,cg05795313,cg05868799,cg06147863,cg06688396,cg06759890,cg06791867,cg07028533,cg07086380,cg07218880,cg08044694,cg08203715,cg08260891,cg08368934,cg08458487,cg08519905,cg09025324,cg09037813,cg09088576,cg09208010,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10896774,cg10981541,cg11657615,cg12535715,cg12836863,cg13301014,cg13634319,cg13652336,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15528736,cg15674432,cg15958424,cg16003913,cg16097772,cg16465939,cg17001035,cg17105014,cg17173423,cg17186163,cg17296078,cg17356733,cg17496921,cg17740645,cg17952262,cg18741908,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21030400,cg21237418,cg21428681,cg21480743,cg21846903,cg22224704,cg22467534,cg22566906,cg22681784,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23547429,cg23668631,cg23889010,cg24183958,cg24262469,cg24453664,cg24489015,cg24926276,cg25028542,cg25050026,cg25087423,cg25432696,cg25832796,cg25957124,cg26206598,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg26980692	GSM817198	1.00e+00
-3.983	1.00e+00	Mesendoderm_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS19310.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01441777,cg01578324,cg01617750,cg01968530,cg02227605,cg02275294,cg02595219,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05795313,cg06147863,cg06154570,cg06688396,cg06759890,cg07028533,cg07086380,cg07218880,cg07728874,cg07924575,cg08044694,cg08260891,cg08368934,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09088576,cg09208010,cg09499849,cg09624565,cg09626634,cg09868035,cg10057295,cg10236239,cg10257049,cg10266490,cg10287137,cg10896774,cg10981541,cg11657615,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg14511156,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15512851,cg15528736,cg15674432,cg15958424,cg16003913,cg16465939,cg16872071,cg16967583,cg17105014,cg17173423,cg17186163,cg17296078,cg17740645,cg17952262,cg18084554,cg18096388,cg18741908,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20340242,cg20651453,cg20674521,cg20777437,cg21120249,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23668631,cg24183958,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg25832796,cg25957124,cg26112639,cg26206598,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26980692	GSM817215	1.00e+00
-5.740	1.00e+00	Neuronal_Progenitor_Cultured_Cells	ES Cell	UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS18739.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00899659,cg01040850,cg01441777,cg01525376,cg01578324,cg01980222,cg02227605,cg02275294,cg02490034,cg02516189,cg02595219,cg02635407,cg02927346,cg03608974,cg03856723,cg04353769,cg04451770,cg04502814,cg04790874,cg05106502,cg05795313,cg05868799,cg06154570,cg06688396,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09210315,cg09499849,cg09626634,cg09830866,cg10057295,cg10061138,cg10236239,cg10266490,cg10287137,cg10981541,cg12640109,cg13301014,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15248035,cg15528736,cg15674432,cg15746187,cg16028753,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17356733,cg17676574,cg17714799,cg17740645,cg17952262,cg18096388,cg18638581,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22467534,cg22566906,cg22670733,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23668631,cg23959705,cg24183958,cg24211388,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg25957124,cg26206598,cg26215727,cg26660631,cg26728422,cg26823505,cg26861460,cg27461196	GSM878615	1.00e+00
-6.014	1.00e+00	Neuronal_Progenitor_Cultured_Cells	ES Cell	UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS20153.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00620024,cg01441777,cg01525376,cg01578324,cg01617750,cg01968530,cg02225847,cg02227605,cg02240622,cg02275294,cg02374486,cg02490034,cg02595219,cg02635407,cg02927346,cg03608974,cg03856723,cg04353769,cg04451770,cg04502814,cg04653308,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06810647,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09210315,cg09358725,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10896774,cg10981541,cg11494699,cg11657615,cg12045829,cg12535715,cg12640109,cg12836863,cg12971694,cg13301014,cg13650156,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15518883,cg15528736,cg15674432,cg16003913,cg16028753,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17173423,cg17186163,cg17296078,cg17496921,cg17676574,cg17714799,cg17740645,cg17839611,cg17952262,cg18096388,cg18333690,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21120249,cg21237418,cg21428681,cg21480743,cg21846903,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg25957124,cg26206598,cg26215727,cg26660631,cg26728422,cg26806924,cg26861460,cg26980692,cg27019278,cg27461196	GSM906379	1.00e+00
-2.882	9.99e-01	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS18736.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00620024,cg00899659,cg01441777,cg01968530,cg02225847,cg02227605,cg02266731,cg02635407,cg02927346,cg03856723,cg04502814,cg04653308,cg05795313,cg06688396,cg07028533,cg07086380,cg07218880,cg08044694,cg08203715,cg08260891,cg08368934,cg08458487,cg08519905,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10896774,cg11657615,cg12535715,cg12836863,cg12907644,cg13301014,cg13652336,cg13703437,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15528736,cg15958424,cg16003913,cg16465939,cg16872071,cg17105014,cg17186163,cg17740645,cg17813891,cg18084554,cg19399532,cg19531130,cg19843036,cg20651453,cg20713492,cg20777437,cg21019522,cg21237418,cg21428681,cg21480743,cg21846903,cg22016649,cg22799850,cg22820108,cg22854223,cg23090046,cg24262469,cg24323726,cg24453664,cg24926276,cg25028542,cg25061755,cg25432696,cg25957124,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg27019278,cg27485921	GSM878614	1.00e+00
-2.864	9.98e-01	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS19317.twopass.merge150.wgt10.zgt2.wig	cg01441777,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg02516189,cg02927346,cg03608974,cg03856723,cg04180953,cg04502814,cg04653308,cg05795313,cg06688396,cg06759890,cg07028533,cg07086380,cg08044694,cg08260891,cg08399444,cg08458487,cg08519905,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10896774,cg10981541,cg11939496,cg12044210,cg13301014,cg13703437,cg14511156,cg15125472,cg15146752,cg15227982,cg15528736,cg15674432,cg15958424,cg16003913,cg16465939,cg16692277,cg16872071,cg17105014,cg17173423,cg17186163,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20713492,cg20777437,cg21019522,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22799850,cg22820108,cg23090046,cg23547429,cg23889010,cg24256211,cg24262469,cg24292612,cg24323726,cg24453664,cg25028542,cg25061755,cg25066857,cg25087423,cg25832796,cg25957124,cg26112639,cg26215727,cg26660631,cg26728422,cg26806924	GSM878628	1.00e+00
-4.377	1.00e+00	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01578324,cg01968530,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02490034,cg02595219,cg02635407,cg02927346,cg03330678,cg03548857,cg03608974,cg03856723,cg04353769,cg04451770,cg04502814,cg05461841,cg05795313,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg06849477,cg07028533,cg07218880,cg07924575,cg08044694,cg08203715,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg09830866,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12836863,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15784615,cg15958424,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17714799,cg17740645,cg17952262,cg18084554,cg18096388,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20651453,cg20713492,cg20720686,cg20777437,cg21019522,cg21237418,cg21428681,cg21480743,cg21846903,cg22224704,cg22242539,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25623459,cg25832796,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196	GSM530653	1.00e+00
-3.927	1.00e+00	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00620024,cg00718513,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01636591,cg01968530,cg02225847,cg02227605,cg02266731,cg02275294,cg02473123,cg02635407,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05461841,cg05508558,cg05795313,cg05868799,cg06154570,cg06653796,cg06688396,cg06759890,cg06849477,cg07028533,cg07218880,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg11998307,cg12089698,cg12535715,cg12640109,cg12836863,cg13301014,cg13634319,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15374234,cg15528736,cg15784615,cg15958424,cg16003913,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17952262,cg18350391,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20651453,cg20654468,cg20713492,cg20720686,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23668631,cg23959705,cg24183958,cg24262469,cg24453664,cg24926276,cg25028542,cg25050026,cg25623459,cg25832796,cg26112639,cg26660631,cg26728422,cg26806924,cg26954174	GSM817165	1.00e+00
-4.548	1.00e+00	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-24409.DS20343.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01968530,cg02225847,cg02227605,cg02266731,cg02275294,cg02516189,cg02635407,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg05508558,cg05795313,cg05868799,cg06154570,cg06688396,cg06810647,cg06849477,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10061138,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12380764,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15784615,cg15958424,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17714799,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20654468,cg20713492,cg20720686,cg20777437,cg21019522,cg21237418,cg21480743,cg21846903,cg21932814,cg22224704,cg22467534,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24292612,cg24453664,cg25028542,cg25050026,cg25623459,cg25832796,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174	GSM878658	1.00e+00
-5.538	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.twopass.merge150.wgt10.zgt2.wig	cg00795812,cg00899659,cg01968530,cg02225847,cg02275294,cg02595219,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg05615150,cg05795313,cg05868799,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08223235,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10057295,cg10236239,cg10266490,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg15125472,cg15146752,cg15227982,cg15528736,cg16465939,cg16692277,cg16872071,cg17001035,cg17186163,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg22224704,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23506842,cg23547429,cg24183958,cg24262469,cg24453664,cg25028542,cg25832796,cg26660631	GSM530651	1.00e+00
-5.332	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.twopass.merge150.wgt10.zgt2.wig	cg00795812,cg00899659,cg01968530,cg02227605,cg02275294,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg04784315,cg05615150,cg05795313,cg05868799,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09210315,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg15125472,cg15227982,cg15674432,cg16465939,cg16692277,cg16872071,cg17186163,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20674521,cg20777437,cg21237418,cg21480743,cg22016649,cg22224704,cg22799850,cg22820108,cg22854223,cg23547429,cg24183958,cg24256211,cg24262469,cg25028542,cg25050026,cg25832796,cg26660631	GSM595913	1.00e+00
-7.146	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.twopass.merge150.wgt10.zgt2.wig	cg00620024,cg00795812,cg00899659,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg03330678,cg03856723,cg04502814,cg04653308,cg05615150,cg05795313,cg05859264,cg05868799,cg06688396,cg07028533,cg07218880,cg08044694,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15227982,cg16465939,cg16692277,cg16872071,cg17186163,cg17714799,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20674521,cg20777437,cg21237418,cg21480743,cg22566906,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25832796,cg26660631	GSM595920	1.00e+00
-5.423	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01441777,cg01617750,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02516189,cg02635407,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg04784315,cg05615150,cg05795313,cg05868799,cg06688396,cg06759890,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08351331,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09210315,cg09499849,cg09830866,cg10057295,cg10148841,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg14870461,cg15125472,cg15227982,cg15352315,cg15674432,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17740645,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg20651453,cg20674521,cg20777437,cg21237418,cg21428681,cg21480743,cg22224704,cg22319147,cg22799850,cg22820108,cg22854223,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg26660631,cg26861460,cg27461196	GSM595922	1.00e+00
-6.095	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00795812,cg00899659,cg01441777,cg01617750,cg01623438,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02927346,cg03608974,cg03856723,cg04502814,cg04784315,cg05615150,cg05795313,cg05859264,cg05868799,cg06653796,cg06688396,cg06759890,cg07028533,cg07218880,cg07408456,cg07730301,cg08044694,cg08223235,cg08260891,cg08368934,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09830866,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg14870461,cg15125472,cg15227982,cg15352315,cg16028753,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17356733,cg17496921,cg17714799,cg18338021,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20340242,cg20651453,cg20777437,cg21237418,cg21428681,cg21480743,cg22224704,cg22689690,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24292612,cg24453664,cg24826867,cg25028542,cg25050026,cg25087423,cg25432696,cg25832796,cg26660631	GSM595923	1.00e+00
