Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
5.209	1.13e-06	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS18736.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00066153,cg00136105,cg00214855,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06534422,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07847428,cg08096946,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09251995,cg09459044,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10913563,cg10949322,cg11237115,cg11672225,cg11997899,cg12082615,cg12237946,cg12426141,cg13184872,cg13332130,cg13552650,cg13838528,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15078479,cg15103426,cg15212440,cg15645784,cg15879316,cg15991288,cg16116363,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17378989,cg18085206,cg18160978,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg18908499,cg19147570,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19861697,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22783363,cg22842233,cg22857957,cg22983885,cg23054676,cg23087130,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM878614	2.26e-05
4.798	1.32e-05	Trophoblast_Cultured_Cells	ES Cell	UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS19317.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00066153,cg00126034,cg00136105,cg00214855,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03969906,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05091653,cg05311623,cg05361373,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06534422,cg07112154,cg07314414,cg07380959,cg07594478,cg07681084,cg07847428,cg08096946,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09251995,cg09459044,cg09598225,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10913563,cg10949322,cg11237115,cg11672225,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12995941,cg13168683,cg13184872,cg13332130,cg13552650,cg13838528,cg14017991,cg14275779,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15645784,cg15991288,cg16116363,cg16208491,cg16632891,cg16920242,cg16940801,cg17022914,cg17037924,cg17067528,cg17240836,cg17283268,cg17378989,cg18160978,cg18392783,cg18419020,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20112035,cg20311501,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438963,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM878628	1.11e-04
5.152	1.35e-06	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15078479,cg15103426,cg15212440,cg15264255,cg15422784,cg15428653,cg15523238,cg15645784,cg15991288,cg16007680,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM530653	2.32e-05
4.981	6.67e-06	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15422784,cg15428653,cg15645784,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817165	6.81e-05
4.938	4.64e-06	Fetal_Adrenal_Gland	Fetal Adrenal	UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-24409.DS20343.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00136105,cg00214855,cg00274399,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15422784,cg15428653,cg15645784,cg15991288,cg16007680,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM878658	5.22e-05
5.262	2.18e-06	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00136105,cg00214855,cg00274399,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07115304,cg07314414,cg07437033,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg13168683,cg13184872,cg13332130,cg13456653,cg13552650,cg13838528,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15428653,cg15645784,cg15879316,cg15991288,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18344063,cg18392783,cg18419020,cg18758482,cg18766912,cg19147570,cg19190714,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24247865,cg24305835,cg24801210,cg25094927,cg25234963,cg25276849,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg27074297,cg27406727,cg27555776,cg27648946	GSM530651	3.13e-05
5.385	7.97e-07	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00136105,cg00214855,cg00274399,cg00571634,cg00729541,cg00756058,cg00841581,cg00980978,cg01078871,cg01222684,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg07112154,cg07314414,cg07437033,cg07594478,cg07681084,cg07847428,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09459044,cg09598225,cg09649610,cg09712606,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13552650,cg13838528,cg13859478,cg14017991,cg14275779,cg14372394,cg14830952,cg15077637,cg15078479,cg15103426,cg15212440,cg15645784,cg15879316,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18344063,cg18392783,cg18419020,cg18472228,cg18758482,cg18766912,cg19147570,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19861697,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24247865,cg24305835,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM595913	1.85e-05
5.714	7.23e-08	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06790862,cg07112154,cg07115304,cg07314414,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg13168683,cg13184872,cg13293721,cg13332130,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15645784,cg15879316,cg15991288,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18160978,cg18344063,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24247865,cg24305835,cg24407308,cg24801210,cg25094927,cg25276849,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM595920	4.38e-06
5.081	1.78e-06	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06790862,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18160978,cg18344063,cg18392783,cg18419020,cg18472228,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22842233,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24247865,cg24305835,cg24407308,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM595922	2.80e-05
5.780	9.01e-08	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg05028306,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06534422,cg06588247,cg06723357,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13552650,cg13838528,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15523238,cg15645784,cg15991288,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18344063,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM595923	4.69e-06
5.473	3.87e-07	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01745657,cg01951308,cg02366059,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg05028306,cg05311623,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06790862,cg07112154,cg07115304,cg07314414,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13332130,cg13552650,cg13838528,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15428653,cg15645784,cg15879316,cg15991288,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16920242,cg16940801,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18160978,cg18344063,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg19147570,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22783363,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24247865,cg24305835,cg24407308,cg24801210,cg25094927,cg25276849,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM595926	1.12e-05
